Systematic ID	Length (nt)	Gene name	Strand	Start	End	Gene synonym	LT2 orthologue	14028 orthologue	ST4-74 orthologue	UK-1 orthologue	D23580 orthologue	EMBL product	Genbank product	Genbank note	PubMed ID
SL2774	1269	ygaF	+	2961420	2962688		STM2790	STM14_3366	STM474_2925	STMUK_2778	STMMW_27571	hypothetical GAB DTP gene cluster repressor	hydroxyglutarate oxidase	catalyzed the formation of 2-ketoglutarate from 2-hydroxyglutarate	
SL2775	1449	gabD	+	2962710	2964158		STM2791	STM14_3367	STM474_2926	STMUK_2779	STMMW_27581	succinate-semialdehyde dehydrogenase		catalyzes the formation of succinate from succinate semialdehyde; NADP dependent	
SL2776	1284	gabT	+	2964173	2965456		STM2792	STM14_3368	STM474_2927	STMUK_2780	STMMW_27591	4-aminobutyrate aminotransferase		catalyzes the formation of succinate semialdehyde and glutamate from 4-aminobutanoate and 2-oxoglutarate	
SL2777	1401	gabP	+	2965586	2966986		STM2793	STM14_3369	STM474_2928	STMUK_2781	STMMW_27601	GabA permease (4-amino butyrate transport carrier)	gamma-aminobutyrate transporter	similar to E. coli transport permease protein of gamma-aminobutyrate (AAC75710.1); APC family; RpoS dependent	
SL2778	678	ygaE	+	2967028	2967705		STM2794	STM14_3370	STM474_2929	STMUK_2782	STMMW_27611	hypothetical transcriptional regulator	DNA-binding transcriptional regulator CsiR	regulator of gab gene expression	
SL2779	450	ygaU	-	2967727	2968176		STM2795	STM14_3371	STM474_2930	STMUK_2783	STMMW_27621	conserved hypothetical protein	LysM domain/BON superfamily protein	LysM domain	
SL2780	159	yqaE	-	2968276	2968434		STM2796	STM14_3373	STM474_2931	STMUK_2784	STMMW_27631	conserved hypothetical protein	transporter	YqaE family	
SL2781	240		+	2968677	2968916		STM2797	-	-	-	STMMW_27641	hypothetical transcriptional regulator		ArsR family	
SL2782	528	ygaP	+	2968926	2969453		STM2798	STM14_3375	STM474_2933	STMUK_2786	STMMW_27651	conserved hypothetical protein	rhodanese-like sulfurtransferase		
SL2783	402	stpA	-	2969801	2970202		STM2799	STM14_3377	STM474_2935	STMUK_2788	STMMW_27661	DNA-binding protein StpA	DNA binding protein	DNA-binding protein STPA (SW:STPA_SALTY); has chaperone activity	
SL2784	450		+	2970901	2971350		STM2800	STM14_3380	STM474_2937	STMUK_2789	STMMW_27671	hypothetical membrane protein			
SL2785	351	ygaC	-	2971385	2971735		STM2801	STM14_3381	STM474_2938	STMUK_2790	STMMW_27681	conserved hypothetical protein			
SL2786	339	ygaM	+	2971885	2972223		STM2802	STM14_3383	STM474_2939	STMUK_2791	STMMW_27691	conserved hypothetical protein			
SL2787	1335		-	2972307	2973641		STM2803	STM14_3384	STM474_2940	STMUK_2792	STMMW_27701	hypothetical transcriptional regulator		similar to E. coli regulator (AAC77296.1); GntR family	
SL2788	432		+	2973730	2974161		STM2804	STM14_3385	STM474_2941	STMUK_2793	STMMW_27711	conserved hypothetical protein			
SL2789	177		+	2974158	2974334		-	STM14_3386	STM474_2942	-		hypothetical protein			
SL2790	246	nrdH	+	2974433	2974678		STM2805	STM14_3387	STM474_2943	STMUK_2794	STMMW_27721	hypothetical glutaredoxin		glutaredoxin-like protein NrdH (SW:NRDH_SALTY); hydrogen donor	
SL2791	411	nrdI	+	2974675	2975085		STM2806	STM14_3388	STM474_2944	STMUK_2795	STMMW_27731	NrdI protein.	ribonucleotide reductase stimulatory protein	in Salmonella NrdI has a stimulatory effect on the ribonucleotide reductase activity of NrdH with NrdEF	
SL2792	2145	nrdE	+	2975058	2977202		STM2807	STM14_3389	STM474_2945	STMUK_2796	STMMW_27741	ribonucleoside-diphosphate reductase 2 alpha chain	ribonucleotide-diphosphate reductase subunit alpha	Catalyzes the rate-limiting step in dNTP synthesis	
SL2793	960	nrdF	+	2977213	2978172		STM2808	STM14_3390	STM474_2946	STMUK_2797	STMMW_27751	ribonucleoside-diphosphate reductase 2 beta chain	ribonucleotide-diphosphate reductase subunit beta	B2 or R2 protein; type 1b enzyme; catalyzes the rate-limiting step in dNTP synthesis; converts nucleotides to deoxynucleotides; forms a homodimer and then a multimeric complex with NrdE	
SL2794	1203	proV	+	2978527	2979729		STM2809	STM14_3391	STM474_2947	STMUK_2798	STMMW_27761	glycine betaine/l-proline transport ATP-binding protein	glycine betaine transporter ATP-binding subunit	with ProWX is involved in the high-affinity uptake of glycine betaine	
SL2795	1065	proW	+	2979722	2980786		STM2810	STM14_3392	STM474_2948	STMUK_2799	STMMW_27771	glycine betaine/L-proline transport system permease protein P	glycine betaine transporter membrane protein	with ProVX is involved in the high-affinity uptake of glycine betaine	
SL2796	996	proX	+	2980856	2981851		STM2811	STM14_3393	STM474_2949	STMUK_2800	STMMW_27781	glycine betaine-binding periplasmic protein precursor	glycine betaine transporter periplasmic subunit	"with ProVW, part of the high-affinity transport system for the osmoprotectant glycine betaine"	
SL2797	1185		+	2982016	2983200		STM2812	STM14_3395	STM474_2950	STMUK_2801	STMMW_27791	hypothetical transmembrane transport protein		similar to E. coli transport protein (AAC75728.1)	
SL2798	531	emrR	+	2983697	2984227		STM2813	STM14_3397	STM474_2951	STMUK_2802	STMMW_27801	hypothetical transcriptional regulator	transcriptional repressor MprA	DNA-binding transcriptional repressor of microcin B17 synthesis and multidrug efflux; negative regulator of the multidrug operon emrAB	
SL2799	1173	emrA	+	2984354	2985526		STM2814	STM14_3399	STM474_2952	STMUK_2803	STMMW_27811	multidrug resistance protein A			
SL2800	1539	emrB	+	2985543	2987081		STM2815	STM14_3400	STM474_2953	STMUK_2804	STMMW_27821	multidrug resistance protein B		similar to E. coli multidrug resistance; probably membrane translocase (AAC75733.1); MFS family	
SL2801	1371		-	2987130	2988500		STM2816	STM14_3401	STM474_2954	STMUK_2805	STMMW_27831	hypothetical glycoporin			
SL2802	516	luxS	-	2988846	2989361		STM2817	STM14_3402	STM474_2955	STMUK_2806	STMMW_27841	S-ribosylhomocysteinase		catalyzes the hydrolysis of S-ribosylhomocysteine to homocysteine and autoinducer-2	
SL2803	1557	gshA	-	2989511	2991067		STM2818	STM14_3403	STM474_2956	STMUK_2807	STMMW_27851	Glutamate--cysteine ligase		involved in the first step of glutathione biosynthesis	
SL2804	426	yqaA	-	2991144	2991569		STM2819	STM14_3404	STM474_2957	STMUK_2808	STMMW_27861	hypothetical membrane protein			
SL2805	567	yqaB	-	2991566	2992132		STM2820	STM14_3405	STM474_2958	STMUK_2809	STMMW_27871	conserved hypothetical protein	fructose-1-phosphatase	"YqaB; catalyzes the dephosphorylation of fructose 1-phosphate, 6-phosphogluconate and p-nitrophenyl phosphate (pNPP); presents beta-phosphoglucomutase activity at a lower extent"	
SL2806	186	csrA	-	2993527	2993712		STM2826	STM14_3412	STM474_2964	STMUK_2815	STMMW_27881	carbon storage regulator		affects carbohydrate metabolism; has regulatory role in many processes	
SL2807	2631	alaS	-	2993947	2996577		STM2827	STM14_3413	STM474_2965	STMUK_2816	STMMW_27891	Alanyl-tRNA synthetase		"Catalyzes a two-step reaction, first charging an alanyl molecule by linking its carboxyl group to the alpha-phosphate of ATP, followed by transfer of the aminoacyl-adenylate to its tRNA"	
SL2808	501	oraA	-	2996813	2997313	recX	STM2828	STM14_3416	STM474_2966	STMUK_2817	STMMW_27901	Regulatory protein recX.	recombination regulator RecX	binds RecA and inhibits RecA-mediated DNA strand exchange and ATP hydrolysis and coprotease activities	
SL2809	1062	recA	-	2997430	2998491		STM2829	STM14_3417	STM474_2967	STMUK_2818	STMMW_27911	RecA protein	recombinase A	"catalyzes the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs"	
SL2810	498	ygaD	-	2998576	2999073		STM2830	STM14_3418	STM474_2968	STMUK_2819	STMMW_27921	conserved hypothetical protein	competence damage-inducible protein A		
SL2811	1080	mltB	-	2999551	3000630		STM2831	STM14_3420	STM474_2969	STMUK_2820	STMMW_27931	membrane-bound lytic transglycosylase B precursor	murein hydrolase B	membrane-bound lytic murein transglycosylase B; catalyzes the cleavage of the glycosidic bonds between N-acetylmuramic acid and N-acetylglucosamine in peptidoglycan	
SL2812	564	srlA	+	3000884	3001447		STM2832	STM14_3422	STM474_2970	STMUK_2821	STMMW_27941	"PTS system, glucitol/sorbitol-specific IIBC component"		similar to E. coli PTS system; one of two glucitol/sorbitol-specific components (AAC75744.1); PTS family	
SL2813	972	srlE	+	3001444	3002415		STM2833	STM14_3423	STM474_2971	STMUK_2822	STMMW_27951	"PTS system, glucitol/sorbitol-specific IIBC component"	glucitol/sorbitol-specific enzyme IIB component	similar to E. coli PTS system; one of two glucitol/sorbitol-specific components (AAC75745.1); PTS family	
SL2814	363	slrB	+	3002427	3002789	srlB	STM2834	STM14_3424	STM474_2972	STMUK_2823	STMMW_27961	"PTS system, glucitol/sorbitol-specific IIA component"	PTS system glucitol/sorbitol-specific transporter subunit IIA	phosphoenolpyruvate-dependent sugar phosphotransferase system; catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane; IIB is phosphorylated by IIA and then transfers the phosphoryl group to the sugar; IIC forms the translocation channel	
SL2815	780	gutD	+	3002801	3003580	srlD	STM2835	STM14_3425	STM474_2973	STMUK_2824	STMMW_27971	sorbitol-6-phosphate 2-dehydrogenase (glucitol-6-phosphate dehydrogenase)	sorbitol-6-phosphate dehydrogenase	catalyzes the conversion of sorbitol 6-phosphate into fructose 6-phosphate	
SL2816	360	gutM	+	3003656	3004015		STM2836	STM14_3426	STM474_2974	STMUK_2825	STMMW_27981	glucitol operon activator protein	DNA-binding transcriptional activator GutM	regulator for glucitol utilization	
SL2817	774	srlR	+	3004213	3004986		STM2837	STM14_3428	STM474_2975	STMUK_2826	STMMW_27991	glucitol operon repressor	DNA-binding transcriptional repressor SrlR	regulates genes involved in glucitol utilization	
SL2818	966	gutQ	+	3004979	3005944		STM2838	STM14_3429	STM474_2976	STMUK_2827	STMMW_28001	hypothetical phosphosugar binding protein			
SL2819	1521	norR	-	3005941	3007461	ygaA	STM2839	STM14_3430	STM474_2977	STMUK_2828	STMMW_28011	transcriptional activator of norVW. NO responsive	anaerobic nitric oxide reductase transcriptional regulator	Required for the expression of anaerobic nitric oxide (NO) reductase; acts as a transcriptional activator for the norVW operon	12492857
SL2820	1440	norV	+	3007647	3009086	flrD	STM2840	STM14_3431	STM474_2978	STMUK_2829	STMMW_28021	NO reductase. Flavorubredoxin	anaerobic nitric oxide reductase flavorubredoxin	detoxifies nitric oxide using NADH	12492857
SL2821	1134	norW	+	3009083	3010216	flrR; ygbD	STM2841	STM14_3432	STM474_2979	STMUK_2830	STMMW_28031	NADH:flavorubredoxin oxidoreducatase	nitric oxide reductase	catalyzes the reduction of the rubredoxin moiety of nitric oxide reductase	12492857
SL2822	2241	hydA	-	3010313	3012553	hypF	STM2842	STM14_3434	STM474_2980	STMUK_2831	STMMW_28041	hydrogenase maturation protein			
SL2823	546	hydN	-	3012699	3013244		STM2843	STM14_3436	STM474_2981	STMUK_2832	STMMW_28051	electron transport protein	electron transport protein HydN		
SL2824	810		-	3013445	3014254		STM2844	STM14_3438	STM474_2982	STMUK_2833	STMMW_28061	hypothetical exported protein	hypothetical protein	periplasmic protein	
SL2825	471	hycI	-	3014281	3014751		STM2845	STM14_3439	STM474_2983	STMUK_2834	STMMW_28071	hydrogenase 3 maturation protease		involved in the C-terminal processing of the large subunit of hydrogenase 3 HycE	
SL2826	411	hycH	-	3014744	3015154		STM2846	STM14_3440	STM474_2984	STMUK_2835	STMMW_28081	formate hydrogenlyase maturation protein	hydrogenase 3 large subunit processing protein	similar to E. coli processing of large subunit HycE of hydrogenase 3; part of the FHL complex (AAC75760.1)	
SL2827	768	hycG	-	3015151	3015918		STM2847	STM14_3441	STM474_2985	STMUK_2836	STMMW_28091	formate hydrogenlyase subunit 7		similar to E. coli hydrogenase (AAC75761.1)	
SL2828	543	hycF	-	3015918	3016460		STM2848	STM14_3442	STM474_2986	STMUK_2837	STMMW_28101	formate hydrogenlyase subunit 6	formate hydrogenlyase complex iron-sulfur subunit	"electron transfer protein for hydrogenase-3; the formate hydrogenlyase complex comprises of a formate dehydrogenase, unidentified electron carriers and hydrogenase-3; in this non-energy conserving pathway, molecular hydrogen and carbodioxide are released from formate"	
SL2829	1710	hycE	-	3016470	3018179		STM2849	STM14_3443	STM474_2987	STMUK_2838	STMMW_28111	formate hydrogenlyase subunit 5	hydrogenase 3 large subunit	similar to E. coli large subunit of hydrogenase 3; part of FHL complex (AAC75763.1)	
SL2830	924	hycD	-	3018197	3019120		STM2850	STM14_3444	STM474_2988	STMUK_2839	STMMW_28121	formate hydrogenlyase subunit 4	hydrogenase 3 membrane subunit	similar to E. coli membrane-spanning protein of hydrogenase 3; part of FHL complex (AAC75764.1)	
SL2831	1827	hycC	-	3019123	3020949		STM2851	STM14_3445	STM474_2989	STMUK_2840	STMMW_28131	formate hydrogenlyase subunit 3		"catalyzes the oxidation of formate to carbon dioxide and molecular hydrogen; formate hydrogenlyase comprises of a formate dehydrogenase, unidentified electron carriers and a hydrogenase (subunit 3)"	
SL2832	609	hycB	-	3020949	3021557		STM2852	STM14_3446	STM474_2990	STMUK_2841	STMMW_28141	formate hydrogenlyase subunit 2	hydrogenase-3 iron-sulfur subunit	similar to E. coli probable small subunit of hydrogenase-3; iron-sulfur protein; part of FHL complex (AAC75766.1)	
SL2833	462	hycA	-	3021703	3022164		STM2853	STM14_3448	STM474_2991	STMUK_2842	STMMW_28151	formate hydrogenlyase regulatory protein	formate hydrogenlyase regulatory protein HycA	regulates several genes involved in the formate hydrogenlyase system; seems to prevent binding of FhlA transcriptional activator to the activator sequence of hyc operon	
SL2834	357		+	3022374	3022730		STM2854	STM14_3450	STM474_2993	STMUK_2843	STMMW_28161	Probable hydrogenase nickel incorporation protein		plays a role in hydrogenase nickel cofactor insertion	
SL2835	873	hypB	+	3022799	3023671		STM2855	STM14_3451	STM474_2994	STMUK_2844	STMMW_28171	hydrogenase isoenzymes formation protein HypB	hydrogenase nickel incorporation protein HypB	GTP hydrolase involved in nickel liganding into hydrogenases	
SL2836	273	hypC	+	3023662	3023934		STM2856	STM14_3452	STM474_2995	STMUK_2845	STMMW_28181	hydrogenase isoenzymes formation protein HypC	hydrogenase assembly chaperone	"HypC; accessory protein necessary for maturation of the hydrogenase isoforms 1, 2 and 3; forms a complex with HypD, HypE, and HypF proteins, which is the site of ligand biosynthesis and attachment to the iron atom of the NiFe site in the hydrogenase"	
SL2837	1122	hypD	+	3023934	3025055		STM2857	STM14_3453	STM474_2996	STMUK_2846	STMMW_28191	hydrogenase isoenzymes formation protein HypD	hydrogenase formation protein		
SL2838	1011	hypE	+	3025052	3026062		STM2858	STM14_3454	STM474_2997	STMUK_2847	STMMW_28201	hydrogenase isoenzymes formation protein HypE	hydrogenase formation protein	similar to E. coli protein which plays a structural role in maturation of all 3 hydrogenases (AAC75772.1)	
SL2839	2079	fhlA	+	3026281	3028359		STM2859	STM14_3455	STM474_2998	STMUK_2848	STMMW_28211	transcriptional activator of the formate hydrogenlyase system		"formate hydrogenlyase transcriptional activator for fdhF, hyc and hyp operons EBP family (SW:FHLA_SALTY)"	
SL2840	345	ygbA	-	3028421	3028765		STM2860	STM14_3456	STM474_2999	STMUK_2849	STMMW_28221	conserved hypothetical protein			Gene ID: 1254383
SL2841	918	sitA	+	3028947	3029864		STM2861	STM14_3458	STM474_3000	STMUK_2850	STMMW_28231	"Iron transport protein, periplasmic-binding protein"	periplasmic binding protein	SitA (gi|5231094); Salmonella iron transporter; Fur-regulated	
SL2842	822	sitB	+	3029861	3030682		STM2862	STM14_3459	STM474_3001	STMUK_2851	STMMW_28241	"Iron transport protein, ATP-binding component"	ATP-binding protein	SitB (gi|5231095); Salmonella iron transporter; Fur-regulated	
SL2843	861	sitC	+	3030679	3031539		STM2863	STM14_3460	STM474_3002	STMUK_2852	STMMW_28251	"Iron transport protein, inner membrane component"	permease	SitC (gi|5231096); Salmonella iron transporter; Fur-regulated	
SL2844	849	sitD	+	3031530	3032378		STM2864	STM14_3461	STM474_3003	STMUK_2853	STMMW_28261	"Iron transport protein, inner membrane component"	permease	SitD (gi|5231097); Salmonella iron transporter; Fur-regulated	
SL2845	906	avrA	-	3032477	3033382		STM2865	STM14_3462	STM474_3004	STMUK_2854	STMMW_28271	Type III secretion system effector protein-regulator of Salmonella-induced inflammatory response	secreted effector protein	invasion protein; inhbits activation of key proinflammatory transcription factor NF-kappaB	12218096; 17690189
SL2846	756	sprB	-	3033543	3034298		STM2866	STM14_3463	STM474_3005	STMUK_2855	STMMW_28281	AraC-family transcriptional regulator			
SL2847	888	hilC	-	3034683	3035570		STM2867	STM14_3465	STM474_3006	STMUK_2856	STMMW_28291	AraC-family transcriptional regulator	invasion regulatory protein	SprA; HilC (gi|4455106); helix-turn-helix protein; AraC family; activator for invasion genes; derepresses hilA expression	
SL2848	453	orgC	-	3035915	3036367		STM2868	STM14_3467	STM474_3007	STMUK_2857	STMMW_28301	hypothetical protein found within S. typhi pathogenicity island 1			
SL2849	681	orgB	-	3036364	3037044		STM2869	STM14_3468	STM474_3008	STMUK_2858	STMMW_28311	oxygen-regulated invasion protein	needle complex export protein	oxygen-regulated invasion protein OrgB (SW:ORGB_SALTY); flagellar biosynthesis/type III secretion apparatus	
SL2850	600	orgA	-	3037001	3037600		STM2870	STM14_3469	STM474_3009	STMUK_2859	STMMW_28321	oxygen-regulated invasion protein	needle complex assembly protein	oxygen-regulated invasion protein OrgA (SW:ORGA_SALTY); flagellar biosynthesis/type III secretion apparatus	
SL2851	759	prgK	-	3037572	3038330		STM2871	STM14_3470	STM474_3010	STMUK_2860	STMMW_28331	type III secretion system apparatus	needle complex inner membrane lipoprotein	PrgK protein precursor (SW:PRGK_SALTY); cell invasion protein; interacts with PrgH and forms oligomeric rings; type III secretion apparatus	
SL2852	306	prgJ	-	3038327	3038632		STM2872	STM14_3471	STM474_3011	STMUK_2861	STMMW_28341	type III secretion system apparatus	needle complex minor subunit	PrgJ protein (SW:PRGJ_SALTY); invasion protein; may cap needle complex; type III secretion apparatus	
SL2853	243	prgI	-	3038651	3038893		STM2873	STM14_3472	STM474_3012	STMUK_2862	STMMW_28351	type III secretion system apparatus	needle complex major subunit	PrgI protein (SW:PRGI_SALTY); invasion protein; type III secretion apparatus	
SL2854	1179	prgH	-	3038918	3040096		STM2874	STM14_3473	STM474_3013	STMUK_2863	STMMW_28361	type III secretion apparatus component	needle complex inner membrane protein	PrgH protein (SW:PRGH_SALTY); invasion protein; interacts with PrgK; tetarmerizes; with PrgK forms multimeric ring-shaped structures; type III secretion apparatus	
SL2855	930	hilD	+	3040412	3041341		STM2875	STM14_3474	STM474_3014	STMUK_2864	STMMW_28371	AraC-family transcriptional regulator	invasion protein regulatory protein	HilD (gi|4455108); helix-turn-helix proteins; AraC family; activator for invasion genes; derepresses hilA expression	
SL2856	1662	hilA	+	3042432	3044093		STM2876	STM14_3475	STM474_3015	STMUK_2865	STMMW_28381	invasion protein regulator		Activates the expression of invasion genes and activates the expression of prgHIJK which is part of the pathogenicity island 1 type III secretion system	
SL2857	483	iagB	+	3044111	3044593		STM2877	STM14_3476	STM474_3016	STMUK_2866	STMMW_28391	cell invasion protein	invasion protein precursor	invasion associated gene protein IagB precursor (SW:IAGB_SALTY)	
SL2858	1632	sptP	-	3044647	3046278		STM2878	STM14_3477	STM474_3017	STMUK_2867	STMMW_28401	"Type III secretion system effector protein, Inhibits Cdc42 and Rac1 by its GAP activity and MAPK signalling and IL-8 secretion through its tyrosine phosphatase activity"	protein tyrosine phosphatase/GTPase activating protein	protein tyrosine phosphatase SptP (gi|1519054); translocated protein; type III secretion; antagonizes bacterial-encoded exchange factors SopE and SopE2 by interfering with stimulation of Cdc42 and Rac1; binds Rac1	15061483
SL2859	393	sicP	-	3046265	3046657		STM2879	STM14_3478	STM474_3018	STMUK_2868	STMMW_28411	chaperone (associated with virulence)	secretion chaperone	SicP (gi|3283218); virulence protein; chaperone for SptP; type III secretion	
SL2860	249	iacP	-	3046988	3047236	sipF	STM2881	STM14_3480	STM474_3020	STMUK_2870	STMMW_28431	probable acyl carrier protein		carries the fatty acid chain in fatty acid biosynthesis	
SL2861	2058	sipA	-	3047255	3049312		STM2882	STM14_3481	STM474_3021	STMUK_2871	STMMW_28441	pathogenicity island 1 Type III secretion system effector protein-involved in actin bundling and polymerisation leading to epithelial cell invasion and formation of the SCV	secreted effector protein	Salmonella invasion protein SipA (gi|1172128); binds actin and promotes polymerization; results in membrane ruffling and internalization due to cytoskeleton rearrangements	    10092234;     18005682; 14739142; 20947770  
SL2862	1032	sipD	-	3049331	3050362		STM2883	STM14_3482	STM474_3022	STMUK_2872	STMMW_28451	pathogenicity island 1 Type III secretion system apparatus-part of the Translocon	translocation machinery component	cell invasion protein SspD protein (gi|7443300); involved in translocating secreted proteins to host cells; translocon; type III secretion	19364837
SL2863	1230	sipC	-	3050433	3051662		STM2884	STM14_3483	STM474_3023	STMUK_2873	STMMW_28461	pathogenicity island 1 Type III secretion system effector protein-involved in bacterial entry by actin bundling and part of the Translocon	translocation machinery component	cell invasion protein SspC (gi|7443298); involved in translocating secreted proteins to host cell; translocon; type III secretion; inserted into host cell plasma membrane; interacts with SipC	11331579; 8522512
SL2864	1782	sipB	-	3051690	3053471		STM2885	STM14_3484	STM474_3024	STMUK_2874	STMMW_28471	pathogenicity island 1 Type III secretion system effector protein	translocation machinery component	cell invasion protein SspB (gi|975295); involved in translocating secreted proteins to host cell; translocon; type III secretion; inserted into host cell plasma membrane; interacts with SipB	8522512
SL2865	498	sicA	-	3053474	3053971	spaT	STM2886	STM14_3485	STM474_3025	STMUK_2875	STMMW_28481	type III secretion-associated chaperone	secretion chaperone	surface presentation of antigens protein SpaT (SW:SPAT_SALTY); surface presentation of antigens; secretory proteins; partitioning factor for SipB/C; prevents premature association of SipB/C; regulates several promoters with InvF	
SL2866	1071	spaS	-	3054109	3055179		STM2887	STM14_3486	STM474_3026	STMUK_2876	STMMW_28491	type III secretion system secretory apparatus	surface presentation of antigens protein SpaS	Required for surface presentation of invasion plasmid antigens; required for invasion and for secretion of the three ipa proteins	
SL2867	792	spaR	-	3055166	3055957		STM2888	STM14_3487	STM474_3027	STMUK_2877	STMMW_28501	type III secretion system secretory apparatus	needle complex export protein	surface presentation of antigens protein SpaR (SW:SPAR_SALTY); inner membrane secretory protein; type III secretion apparatus	
SL2868	261	spaQ	-	3055961	3056221		STM2889	STM14_3488	STM474_3028	STMUK_2878	STMMW_28511	type III secretion system secretory apparatus	needle complex export protein	surface presentation of antigens protein SpaQ (SW:SPAQ_SALTY); inner membrane secretory protein; type III secretion apparatus	
SL2869	675	spaP	-	3056247	3056921		STM2890	STM14_3489	STM474_3029	STMUK_2879	STMMW_28521	type III secretion system secretory apparatus	surface presentation of antigens protein SpaP	part of a type III secretory system probably involved in invasion into eukaryotic cells	
SL2870	912	spaO	-	3056911	3057822		STM2891	STM14_3490	STM474_3030	STMUK_2880	STMMW_28531	surface presentation of antigens protein (associated with type III secretion and virulence)	surface presentation of antigens protein SpaO	involved in a secretory pathway responsible for the surface presentation of determinants needed for the entry of Salmonella species into mammalian cells	
SL2871	1011	invJ	-	3057822	3058832	spaN	STM2892	STM14_3491	STM474_3032	STMUK_2881	STMMW_28541	surface presentation of antigens protein (associated with type III secretion and virulence)	needle length control protein	surface presentation of antigens protein SpaN (SW:SPAN_SALTY); surface presentation of antigens; secretory proteins	
SL2872	444	invI	-	3058832	3059275	spaM	STM2893	STM14_3492	STM474_3033	STMUK_2882	STMMW_28551	type III secretion system secretory apparatus	needle complex assembly protein	surface presentation of antigens protein SpaM (SW:SPAM_SALTY); secretory proteins; type III secretion apparatus	
SL2873	1296	invC	-	3059253	3060548	spaI	STM2894	STM14_3493	STM474_3034	STMUK_2883	STMMW_28561	secretory apparatus ATP synthase (associated with virulence)	ATP synthase SpaL	Invasion protein InvC; necessary for efficient entry of S.typhimurium into cultured epithelial cells. Probable catalytic subunit of a protein translocase	
SL2874	408	invB	-	3060545	3060952	spak	STM2895	STM14_3494	STM474_3035	STMUK_2884	STMMW_28571	chaperone protein for type III secretion system effectors	secretion chaperone	surface presentation of antigens protein SpaK (SW:SPAK_SALTY); secretory protein; chaperone for SopE/SopE2; type III secretion	
SL2875	2058	invA	-	3060976	3063033		STM2896	STM14_3495	STM474_3036	STMUK_2885	STMMW_28581	secretory apparatus of type III secretion system	needle complex export protein	invasion protein InvA (SW:INVA_SALTY); inner membrane protein; type III secretion apparatus	
SL2876	1119	invE	-	3063058	3064176		STM2897	STM14_3496	STM474_3037	STMUK_2886	STMMW_28591	cell invasion protein		invasion protein InvE (SW:INVE_SALTY); interacts with SecA-SipB/C complex; essential for translocation into host cells	
SL2877	1689	invG	-	3064173	3065861		STM2898	STM14_3497	STM474_3038	STMUK_2887	STMMW_28601	type III secretion system secretory apparatus	outer membrane secretin precursor	InvG protein precursor (SW:INVG_SALTY); forms ring-shaped structure in outer membrane; requires InvH for stability; type III secretion apparatus	
SL2878	651	invF	-	3065858	3066508		STM2899	STM14_3498	STM474_3039	STMUK_2888	STMMW_28611	AraC-family regulatory protein	invasion regulatory protein	"invasion protein InvF (SW:INVF_SALTY); SPI-1 transcription factor; activated by HilA; requires SicA as a co-factor; controls sigD/sopB, sopE and sicAsipBCDA genes"	
SL2879	444	invH	+	3066965	3067408		STM2900	STM14_3499	STM474_3040	STMUK_2889	STMMW_28621	outer membrane lipoprotein	needle complex outer membrane lipoprotein precursor	invasion protein InvH precursor (SW:INVH_SALTY); stabilizes InvG secretin; type III secretion apparatus	
SL2880	450		+	3067839	3068288		STM2901	STM14_3500	STM474_3041	STMUK_2890	STMMW_28631	salmonella pathogenicity island 1 protein	hypothetical protein		
SL2881	348		+	3068273	3068620		STM2902	STM14_3501	STM474_3042	STMUK_2891	STMMW_28641	salmonella pathogenicity island 1 protein	hypothetical protein	similar to STM2011 and STM2508	
SL2882	327		-	3068893	3069219		STM2903	STM14_3503	STM474_3043	STMUK_2892	STMMW_28651	salmonella pathogenicity island 1 protein	hypothetical protein		
SL2883	108		+	3069460	3069567		-	-	-	-	STMMW_28661	salmonella pathogenicity island 1 protein			
SL2884	291		+	3069908	3070198		STM2904	STM14_3505	STM474_3044	STMUK_2893	STMMW_28671	salmonella pathogenicity island 1 protein	ABC-type transporter		
SL2885	528		+	3070195	3070722		STM2905	STM14_3506	STM474_3045	STMUK_2894	STMMW_28681	salmonella pathogenicity island 1 protein			
SL2885A	215		-	3070798	3071012		STM2906	-	-	-		hypothetical transposase (pseudogene)			
SL2886	657	pphB	+	3071347	3072003		STM2907	STM14_3509	STM474_3047	STMUK_2896	STMMW_28701	possible serine/threonine protein phosphatase	serine/threonine-specific protein phosphatase 2		
SL2887	522		-	3072175	3072696		STM2908	STM14_3510	STM474_3048	STMUK_2897	STMMW_28711	conserved hypothetical protein			
SL2888	2526	mutS	+	3072897	3075422		STM2909	STM14_3511	STM474_3049	STMUK_2898	STMMW_28721	DNA mismatch repair protein	DNA mismatch repair protein MutS	This protein performs the mismatch recognition step during the DNA repair process	
SL2889	381		-	3075478	3075858		STM2910	STM14_3512	STM474_3050	STMUK_2899	STMMW_28731	conserved hypotheticalprotein	hypothetical protein		
SL2890	1209		-	3075855	3077063		STM2911	STM14_3513	STM474_3051	-	STMMW_28741	possible membrane transport protein			
SL2891	933		+	3077151	3078083		STM2912	STM14_3514	STM474_3052	STMUK_2901	STMMW_28751	possible LysR-family transcriptional regulator		similar to E. coli transcriptional regulator LysR-type (AAC73313.1); LysR family	
